ID	strand	type	start	end	seq_id	neighbours
PF3D7_0216200	-	protein_coding_gene	668745	670058	Pf3D7_02_v3	[]
PF3D7_0216300	+	protein_coding_gene	670210	675095	Pf3D7_02_v3	[]
PF3D7_0216400	+	protein_coding_gene	675368	678010	Pf3D7_02_v3	[]
PF3D7_0216500	+	protein_coding_gene	678050	685025	Pf3D7_02_v3	[]
PF3D7_0216600	+	protein_coding_gene	685475	689382	Pf3D7_02_v3	[]
PF3D7_0216700	+	protein_coding_gene	689543	695989	Pf3D7_02_v3	['PF3D7_0216800']
PF3D7_0216800	-	protein_coding_gene	695848	699564	Pf3D7_02_v3	['PF3D7_0216700']
PF3D7_0216900	+	protein_coding_gene	701245	702894	Pf3D7_02_v3	[]
PF3D7_0217000	-	protein_coding_gene	703060	706862	Pf3D7_02_v3	[]
PF3D7_0217100	+	protein_coding_gene	707101	709839	Pf3D7_02_v3	['PF3D7_0217200']
PF3D7_0217200	-	protein_coding_gene	709474	715607	Pf3D7_02_v3	['PF3D7_0217100']
PF3D7_0217300	-	protein_coding_gene	715609	716549	Pf3D7_02_v3	[]
PF3D7_0217400	+	protein_coding_gene	717227	719177	Pf3D7_02_v3	[]
PF3D7_0217500	+	protein_coding_gene	719266	723617	Pf3D7_02_v3	['PF3D7_0217600']
PF3D7_0217600	-	protein_coding_gene	723183	730639	Pf3D7_02_v3	['PF3D7_0217500']
PF3D7_0217700	-	protein_coding_gene	731101	733231	Pf3D7_02_v3	[]
PF3D7_0217800	+	protein_coding_gene	733477	734855	Pf3D7_02_v3	[]
PF3D7_0217900	-	protein_coding_gene	734887	738046	Pf3D7_02_v3	[]
PF3D7_0218000	+	protein_coding_gene	738216	740285	Pf3D7_02_v3	[]
PF3D7_0218100	+	protein_coding_gene	740884	742775	Pf3D7_02_v3	[]
PF3D7_0218200	-	protein_coding_gene	742842	746913	Pf3D7_02_v3	[]
PF3D7_0218300	-	protein_coding_gene	747303	749586	Pf3D7_02_v3	[]
PF3D7_0218400	-	protein_coding_gene	749749	751772	Pf3D7_02_v3	[]
PF3D7_0218500	+	protein_coding_gene	752461	754956	Pf3D7_02_v3	[]
PF3D7_0218600	+	protein_coding_gene	755057	763428	Pf3D7_02_v3	['PF3D7_0218700']
PF3D7_0218700	-	protein_coding_gene	762841	765517	Pf3D7_02_v3	['PF3D7_0218600']
PF3D7_0218800	-	ncRNA_gene	766390	767015	Pf3D7_02_v3	[]
PF3D7_0218900	-	ncRNA_gene	767584	767743	Pf3D7_02_v3	[]
PF3D7_0219000	-	ncRNA_gene	767977	768058	Pf3D7_02_v3	[]
PF3D7_0219100	+	protein_coding_gene	769194	771126	Pf3D7_02_v3	[]
PF3D7_0219200	+	protein_coding_gene	771928	773349	Pf3D7_02_v3	['PF3D7_0219300']
PF3D7_0219300	-	protein_coding_gene	773171	774191	Pf3D7_02_v3	['PF3D7_0219200']
PF3D7_0219400	+	protein_coding_gene	774447	776838	Pf3D7_02_v3	['PF3D7_0219500']
PF3D7_0219500	-	protein_coding_gene	776418	778478	Pf3D7_02_v3	['PF3D7_0219400']
PF3D7_0219600	-	protein_coding_gene	778816	782444	Pf3D7_02_v3	[]
PF3D7_0219700	-	protein_coding_gene	783271	784917	Pf3D7_02_v3	[]
PF3D7_0219800	-	protein_coding_gene	786298	790454	Pf3D7_02_v3	['PF3D7_0219900']
PF3D7_0219900	+	protein_coding_gene	790390	792432	Pf3D7_02_v3	['PF3D7_0219800']
PF3D7_0220000	+	protein_coding_gene	794978	801981	Pf3D7_02_v3	[]
PF3D7_0220100	+	protein_coding_gene	803384	807811	Pf3D7_02_v3	[]
PF3D7_0220200	-	protein_coding_gene	809073	812695	Pf3D7_02_v3	[]
PF3D7_0220300	-	protein_coding_gene	812892	815853	Pf3D7_02_v3	[]
PF3D7_0220400	+	pseudogene	820429	822541	Pf3D7_02_v3	[]
PF3D7_0220500	-	protein_coding_gene	823293	825588	Pf3D7_02_v3	[]
PF3D7_0220600	+	protein_coding_gene	830123	833035	Pf3D7_02_v3	[]
PF3D7_0220700	+	protein_coding_gene	833056	834963	Pf3D7_02_v3	[]
PF3D7_0220800	+	protein_coding_gene	838594	844668	Pf3D7_02_v3	[]
PF3D7_0220900	-	pseudogene	845600	846375	Pf3D7_02_v3	[]
PF3D7_0221000	+	protein_coding_gene	848092	849119	Pf3D7_02_v3	[]
PF3D7_0221100	+	pseudogene	851052	851962	Pf3D7_02_v3	[]
PF3D7_0221200	+	protein_coding_gene	853607	856315	Pf3D7_02_v3	[]
PF3D7_0221300	-	pseudogene	857567	858675	Pf3D7_02_v3	[]
PF3D7_0221400	+	protein_coding_gene	860466	861504	Pf3D7_02_v3	[]
PF3D7_0221500	-	pseudogene	863079	863842	Pf3D7_02_v3	[]
PF3D7_0221600	-	pseudogene	865916	866538	Pf3D7_02_v3	[]
PF3D7_0221650	+	pseudogene	866843	867511	Pf3D7_02_v3	[]
PF3D7_0221700	-	protein_coding_gene	868884	871778	Pf3D7_02_v3	[]
PF3D7_0221800	+	protein_coding_gene	871835	873795	Pf3D7_02_v3	[]
PF3D7_0221900	-	pseudogene	873917	875178	Pf3D7_02_v3	[]
PF3D7_0222000	+	protein_coding_gene	876984	877832	Pf3D7_02_v3	[]
PF3D7_0222100	-	protein_coding_gene	878211	879540	Pf3D7_02_v3	[]
PF3D7_0222200	-	protein_coding_gene	881469	882267	Pf3D7_02_v3	[]
PF3D7_0222300	+	pseudogene	883452	884312	Pf3D7_02_v3	[]
PF3D7_0222400	+	pseudogene	886625	887802	Pf3D7_02_v3	[]
PF3D7_0222500	+	protein_coding_gene	889660	890745	Pf3D7_02_v3	[]
PF3D7_0222600	+	protein_coding_gene	892856	894206	Pf3D7_02_v3	[]
PF3D7_0222700	+	protein_coding_gene	896226	897420	Pf3D7_02_v3	[]
PF3D7_0222800	+	protein_coding_gene	899430	900445	Pf3D7_02_v3	[]
PF3D7_0222900	+	pseudogene	901494	902853	Pf3D7_02_v3	[]
PF3D7_0223100	+	protein_coding_gene	904551	905775	Pf3D7_02_v3	[]
PF3D7_0223200	+	protein_coding_gene	907678	908861	Pf3D7_02_v3	[]
PF3D7_0223300	+	protein_coding_gene	909350	911054	Pf3D7_02_v3	[]
PF3D7_0223400	+	protein_coding_gene	913244	914457	Pf3D7_02_v3	[]
PF3D7_0223500	-	protein_coding_gene	916352	923648	Pf3D7_02_v3	[]
PF3D7_0300100	+	protein_coding_gene	36965	44482	Pf3D7_03_v3	[]
PF3D7_0300200	-	protein_coding_gene	46369	47579	Pf3D7_03_v3	[]
PF3D7_0300300	-	pseudogene	49772	51152	Pf3D7_03_v3	[]
PF3D7_0300400	-	protein_coding_gene	52280	53273	Pf3D7_03_v3	[]
PF3D7_0300500	-	protein_coding_gene	55390	56584	Pf3D7_03_v3	[]
PF3D7_0300600	-	protein_coding_gene	58307	58519	Pf3D7_03_v3	[]
PF3D7_0300700	+	protein_coding_gene	61445	62714	Pf3D7_03_v3	[]
PF3D7_0300800	+	protein_coding_gene	64572	65783	Pf3D7_03_v3	[]
PF3D7_0300900	+	protein_coding_gene	67870	68761	Pf3D7_03_v3	[]
PF3D7_0301000	-	protein_coding_gene	69460	71919	Pf3D7_03_v3	[]
PF3D7_0301100	+	protein_coding_gene	76494	77474	Pf3D7_03_v3	[]
PF3D7_0301200	-	protein_coding_gene	78154	81283	Pf3D7_03_v3	[]
PF3D7_0301300	-	protein_coding_gene	81939	84290	Pf3D7_03_v3	[]
PF3D7_0301400	-	protein_coding_gene	85289	86678	Pf3D7_03_v3	[]
PF3D7_0301500	-	protein_coding_gene	87480	90921	Pf3D7_03_v3	[]
PF3D7_0301600	-	protein_coding_gene	91001	94089	Pf3D7_03_v3	[]
PF3D7_0301700	-	protein_coding_gene	95216	99115	Pf3D7_03_v3	[]
PF3D7_0301800	+	protein_coding_gene	103118	105748	Pf3D7_03_v3	['PF3D7_0301900']
PF3D7_0301900	-	protein_coding_gene	105433	107500	Pf3D7_03_v3	['PF3D7_0301800']
PF3D7_0302000	-	protein_coding_gene	107622	110309	Pf3D7_03_v3	[]
PF3D7_0302100	+	protein_coding_gene	112158	118863	Pf3D7_03_v3	[]
PF3D7_0302200	+	protein_coding_gene	119098	124924	Pf3D7_03_v3	[]
PF3D7_0302300	-	pseudogene	125687	130112	Pf3D7_03_v3	[]
PF3D7_0302400	-	ncRNA_gene	132332	133502	Pf3D7_03_v3	[]
PF3D7_0302500	+	protein_coding_gene	134486	141185	Pf3D7_03_v3	[]
PF3D7_0302600	+	protein_coding_gene	141335	146155	Pf3D7_03_v3	['PF3D7_0302700']
PF3D7_0302700	-	protein_coding_gene	146052	147270	Pf3D7_03_v3	['PF3D7_0302600']
PF3D7_0302800	-	protein_coding_gene	147724	150348	Pf3D7_03_v3	[]
PF3D7_0302900	-	protein_coding_gene	151935	158150	Pf3D7_03_v3	[]
PF3D7_0303000	-	protein_coding_gene	159315	161740	Pf3D7_03_v3	[]
PF3D7_0303100	-	protein_coding_gene	161748	168348	Pf3D7_03_v3	[]
PF3D7_0303200	+	protein_coding_gene	168679	174837	Pf3D7_03_v3	['PF3D7_0303300']
PF3D7_0303300	-	protein_coding_gene	174382	176798	Pf3D7_03_v3	['PF3D7_0303200']
PF3D7_0303400	+	protein_coding_gene	177446	181753	Pf3D7_03_v3	[]
PF3D7_0303500	+	protein_coding_gene	182267	189424	Pf3D7_03_v3	[]
PF3D7_0303600	+	protein_coding_gene	189682	190816	Pf3D7_03_v3	[]
PF3D7_0303700	-	protein_coding_gene	191168	193072	Pf3D7_03_v3	[]
PF3D7_0303800	+	protein_coding_gene	193499	196492	Pf3D7_03_v3	[]
PF3D7_0303900	-	protein_coding_gene	196570	197601	Pf3D7_03_v3	[]
PF3D7_0304000	-	protein_coding_gene	198542	201584	Pf3D7_03_v3	[]
PF3D7_0304100	+	protein_coding_gene	203251	206328	Pf3D7_03_v3	[]
PF3D7_0304200	-	protein_coding_gene	206611	208959	Pf3D7_03_v3	[]
PF3D7_0304300	+	protein_coding_gene	211970	217021	Pf3D7_03_v3	[]
PF3D7_0304400	+	protein_coding_gene	217059	218992	Pf3D7_03_v3	['PF3D7_0304500']
PF3D7_0304500	-	protein_coding_gene	218780	220345	Pf3D7_03_v3	['PF3D7_0304400']
PF3D7_0304600	-	protein_coding_gene	221112	223145	Pf3D7_03_v3	[]
PF3D7_0304700	-	protein_coding_gene	224160	225793	Pf3D7_03_v3	[]
PF3D7_0304800	+	protein_coding_gene	226915	231648	Pf3D7_03_v3	['PF3D7_0304900']
PF3D7_0304900	-	protein_coding_gene	231447	232745	Pf3D7_03_v3	['PF3D7_0304800']
PF3D7_0305000	-	protein_coding_gene	233621	235461	Pf3D7_03_v3	[]
PF3D7_0305100	-	protein_coding_gene	236334	248270	Pf3D7_03_v3	[]
PF3D7_0305200	+	protein_coding_gene	250163	255153	Pf3D7_03_v3	[]
PF3D7_0305300	-	protein_coding_gene	255187	259495	Pf3D7_03_v3	[]
PF3D7_0305400	+	protein_coding_gene	259959	261372	Pf3D7_03_v3	[]
PF3D7_0305500	-	protein_coding_gene	261400	274210	Pf3D7_03_v3	[]
PF3D7_0305600	-	protein_coding_gene	274618	277999	Pf3D7_03_v3	[]
PF3D7_0305700	-	protein_coding_gene	278771	280588	Pf3D7_03_v3	[]
PF3D7_0305800	+	protein_coding_gene	281916	285260	Pf3D7_03_v3	[]
PF3D7_0305900	-	protein_coding_gene	285291	286154	Pf3D7_03_v3	[]
PF3D7_0306000	-	protein_coding_gene	286241	287345	Pf3D7_03_v3	[]
PF3D7_0306100	-	protein_coding_gene	287946	291323	Pf3D7_03_v3	[]
PF3D7_0306200	+	protein_coding_gene	291924	295013	Pf3D7_03_v3	['PF3D7_0306300']
PF3D7_0306300	-	protein_coding_gene	294566	297773	Pf3D7_03_v3	['PF3D7_0306200', 'PF3D7_0306400']
PF3D7_0306400	+	protein_coding_gene	297490	300880	Pf3D7_03_v3	['PF3D7_0306300', 'PF3D7_0306500']
PF3D7_0306500	-	protein_coding_gene	300489	302223	Pf3D7_03_v3	['PF3D7_0306400']
PF3D7_0306600	+	protein_coding_gene	302501	303423	Pf3D7_03_v3	[]
PF3D7_0306700	+	protein_coding_gene	303434	305619	Pf3D7_03_v3	['PF3D7_0306800']
PF3D7_0306800	-	protein_coding_gene	305320	308017	Pf3D7_03_v3	['PF3D7_0306700']
PF3D7_0306900	+	protein_coding_gene	309572	312482	Pf3D7_03_v3	[]
PF3D7_0307000	+	ncRNA_gene	311223	311382	Pf3D7_03_v3	['PF3D7_0306900']
PF3D7_0307100	-	protein_coding_gene	312534	313923	Pf3D7_03_v3	[]
PF3D7_0307200	-	protein_coding_gene	314714	316835	Pf3D7_03_v3	[]
PF3D7_0307300	+	protein_coding_gene	318804	320336	Pf3D7_03_v3	[]
PF3D7_0307400	-	protein_coding_gene	320628	322215	Pf3D7_03_v3	[]
PF3D7_0307500	-	protein_coding_gene	322589	325397	Pf3D7_03_v3	[]
PF3D7_0307600	+	protein_coding_gene	325654	328649	Pf3D7_03_v3	['PF3D7_0307700']
PF3D7_0307700	-	protein_coding_gene	328477	336120	Pf3D7_03_v3	['PF3D7_0307600']
PF3D7_0307800	+	protein_coding_gene	336191	339907	Pf3D7_03_v3	['PF3D7_0307900']
PF3D7_0307900	-	protein_coding_gene	339591	352137	Pf3D7_03_v3	['PF3D7_0307800']
PF3D7_0308000	+	protein_coding_gene	353058	355573	Pf3D7_03_v3	[]
PF3D7_0308100	+	protein_coding_gene	355867	361936	Pf3D7_03_v3	['PF3D7_0308200']
PF3D7_0308200	-	protein_coding_gene	361623	365130	Pf3D7_03_v3	['PF3D7_0308100']
PF3D7_0308300	-	protein_coding_gene	365177	366948	Pf3D7_03_v3	[]
PF3D7_0308400	+	ncRNA_gene	368572	368690	Pf3D7_03_v3	[]
PF3D7_0308500	+	protein_coding_gene	369925	371806	Pf3D7_03_v3	[]
PF3D7_0308600	+	protein_coding_gene	371933	374911	Pf3D7_03_v3	[]
PF3D7_0308700	+	protein_coding_gene	375388	377772	Pf3D7_03_v3	[]
PF3D7_0308800	+	protein_coding_gene	377774	378857	Pf3D7_03_v3	[]
PF3D7_0308900	-	protein_coding_gene	378896	383721	Pf3D7_03_v3	[]
PF3D7_0309000	+	protein_coding_gene	383878	387313	Pf3D7_03_v3	['PF3D7_0309100']
PF3D7_0309100	-	protein_coding_gene	386977	388538	Pf3D7_03_v3	['PF3D7_0309000']
PF3D7_0309200	-	protein_coding_gene	388943	396419	Pf3D7_03_v3	[]
PF3D7_0309300	+	protein_coding_gene	397397	401232	Pf3D7_03_v3	[]
PF3D7_0309400	-	ncRNA_gene	401458	401576	Pf3D7_03_v3	[]
PF3D7_0309500	+	protein_coding_gene	401933	405904	Pf3D7_03_v3	[]
PF3D7_0309600	+	protein_coding_gene	406534	408869	Pf3D7_03_v3	[]
PF3D7_0309700	-	protein_coding_gene	409102	410928	Pf3D7_03_v3	[]
PF3D7_0309800	+	protein_coding_gene	411588	414117	Pf3D7_03_v3	[]
PF3D7_0309900	-	protein_coding_gene	414206	419975	Pf3D7_03_v3	[]
PF3D7_0310000	+	protein_coding_gene	420417	421877	Pf3D7_03_v3	[]
PF3D7_0310100	+	protein_coding_gene	422379	424680	Pf3D7_03_v3	[]
PF3D7_0310200	+	protein_coding_gene	426151	441005	Pf3D7_03_v3	[]
PF3D7_0310300	+	protein_coding_gene	441760	447410	Pf3D7_03_v3	[]
PF3D7_0310400	+	protein_coding_gene	447468	451552	Pf3D7_03_v3	[]
PF3D7_0310500	-	protein_coding_gene	451792	459726	Pf3D7_03_v3	[]
PF3D7_0310600	-	protein_coding_gene	460848	462532	Pf3D7_03_v3	[]
PF3D7_0310700	+	protein_coding_gene	462750	464274	Pf3D7_03_v3	[]
PF3D7_0310800	+	protein_coding_gene	464662	465196	Pf3D7_03_v3	[]
PF3D7_0310900	+	protein_coding_gene	465745	468557	Pf3D7_03_v3	[]
PF3D7_0311000	+	protein_coding_gene	469287	470118	Pf3D7_03_v3	[]
PF3D7_0311100	-	protein_coding_gene	470535	473737	Pf3D7_03_v3	[]
PF3D7_0311200	+	protein_coding_gene	473860	479395	Pf3D7_03_v3	[]
PF3D7_0311300	-	protein_coding_gene	479460	485830	Pf3D7_03_v3	[]
PF3D7_0311400	+	protein_coding_gene	487853	496510	Pf3D7_03_v3	[]
PF3D7_0311500	-	protein_coding_gene	496787	498268	Pf3D7_03_v3	[]
PF3D7_0311600	+	protein_coding_gene	499117	502677	Pf3D7_03_v3	[]
PF3D7_0311700	+	protein_coding_gene	502698	505935	Pf3D7_03_v3	[]
PF3D7_0311800	+	protein_coding_gene	506275	509040	Pf3D7_03_v3	[]
PF3D7_0311900	-	protein_coding_gene	509155	512024	Pf3D7_03_v3	['PF3D7_0312000']
PF3D7_0312000	+	protein_coding_gene	511923	513009	Pf3D7_03_v3	['PF3D7_0311900']
PF3D7_0312100	+	protein_coding_gene	513105	516915	Pf3D7_03_v3	['PF3D7_0312200']
PF3D7_0312200	-	protein_coding_gene	516480	520555	Pf3D7_03_v3	['PF3D7_0312100']
PF3D7_0312300	+	protein_coding_gene	521939	523113	Pf3D7_03_v3	['PF3D7_0312400']
PF3D7_0312400	-	protein_coding_gene	523023	528087	Pf3D7_03_v3	['PF3D7_0312300']
PF3D7_0312500	+	protein_coding_gene	528316	531025	Pf3D7_03_v3	[]
PF3D7_0312600	+	ncRNA_gene	531213	531289	Pf3D7_03_v3	[]
PF3D7_0312700	-	ncRNA_gene	531898	531973	Pf3D7_03_v3	[]
PF3D7_0312800	+	protein_coding_gene	533606	535480	Pf3D7_03_v3	[]
PF3D7_0312900	+	protein_coding_gene	535938	537274	Pf3D7_03_v3	[]
PF3D7_0313000	-	protein_coding_gene	537355	538827	Pf3D7_03_v3	[]
PF3D7_0313100	+	protein_coding_gene	539192	543133	Pf3D7_03_v3	['PF3D7_0313200']
PF3D7_0313200	-	protein_coding_gene	543010	543942	Pf3D7_03_v3	['PF3D7_0313100']
PF3D7_0313300	-	protein_coding_gene	544055	545227	Pf3D7_03_v3	[]
PF3D7_0313400	-	protein_coding_gene	545589	548500	Pf3D7_03_v3	[]
PF3D7_0313500	+	protein_coding_gene	548576	551854	Pf3D7_03_v3	['PF3D7_0313600']
PF3D7_0313600	-	protein_coding_gene	551348	554770	Pf3D7_03_v3	['PF3D7_0313500']
PF3D7_0313700	-	protein_coding_gene	555035	558825	Pf3D7_03_v3	[]
PF3D7_0313800	+	protein_coding_gene	559025	563280	Pf3D7_03_v3	['PF3D7_0313900']
PF3D7_0313900	-	protein_coding_gene	562366	565656	Pf3D7_03_v3	['PF3D7_0313800']
PF3D7_0314000	+	protein_coding_gene	567002	569084	Pf3D7_03_v3	['PF3D7_0314100']
PF3D7_0314100	-	protein_coding_gene	568936	571598	Pf3D7_03_v3	['PF3D7_0314000']
PF3D7_0314200	-	protein_coding_gene	572134	576853	Pf3D7_03_v3	[]
PF3D7_0314300	-	protein_coding_gene	576881	578724	Pf3D7_03_v3	[]
PF3D7_0314400	-	protein_coding_gene	578813	581393	Pf3D7_03_v3	[]
PF3D7_0314500	+	protein_coding_gene	582177	586023	Pf3D7_03_v3	[]
PF3D7_0314600	+	protein_coding_gene	586077	588321	Pf3D7_03_v3	[]
PF3D7_0314700	-	protein_coding_gene	588362	594166	Pf3D7_03_v3	[]
PF3D7_0314800	+	protein_coding_gene	604442	608381	Pf3D7_03_v3	[]
PF3D7_0314900	+	protein_coding_gene	608592	610992	Pf3D7_03_v3	[]
PF3D7_0315000	+	protein_coding_gene	610994	612107	Pf3D7_03_v3	[]
PF3D7_0315100	-	protein_coding_gene	612333	614159	Pf3D7_03_v3	[]
PF3D7_0315200	+	protein_coding_gene	616472	622816	Pf3D7_03_v3	[]
PF3D7_0315300	+	protein_coding_gene	623446	630360	Pf3D7_03_v3	['PF3D7_0315400']
PF3D7_0315400	-	protein_coding_gene	630342	631821	Pf3D7_03_v3	['PF3D7_0315300']
PF3D7_0315500	-	protein_coding_gene	632614	634164	Pf3D7_03_v3	[]
PF3D7_0315600	+	protein_coding_gene	635060	638072	Pf3D7_03_v3	[]
PF3D7_0315700	+	protein_coding_gene	638283	641306	Pf3D7_03_v3	['PF3D7_0315800']
PF3D7_0315800	-	protein_coding_gene	641255	643023	Pf3D7_03_v3	['PF3D7_0315700']
PF3D7_0315900	+	protein_coding_gene	644186	645268	Pf3D7_03_v3	[]
PF3D7_0316000	-	protein_coding_gene	645489	647748	Pf3D7_03_v3	['PF3D7_0316100']
PF3D7_0316100	+	protein_coding_gene	647361	649671	Pf3D7_03_v3	['PF3D7_0316000']
PF3D7_0316200	-	protein_coding_gene	649743	657416	Pf3D7_03_v3	[]
PF3D7_0316300	+	protein_coding_gene	658272	661980	Pf3D7_03_v3	[]
PF3D7_0316400	-	protein_coding_gene	662081	665690	Pf3D7_03_v3	[]
PF3D7_0316500	+	protein_coding_gene	665769	669165	Pf3D7_03_v3	['PF3D7_0316600']
PF3D7_0316600	-	protein_coding_gene	668469	672475	Pf3D7_03_v3	['PF3D7_0316500']
PF3D7_0316700	+	protein_coding_gene	673290	676084	Pf3D7_03_v3	[]
PF3D7_0316800	+	protein_coding_gene	676699	679176	Pf3D7_03_v3	['PF3D7_0316900']
PF3D7_0316900	-	protein_coding_gene	678813	681861	Pf3D7_03_v3	['PF3D7_0316800']
PF3D7_0317000	-	protein_coding_gene	682236	684432	Pf3D7_03_v3	[]
PF3D7_0317100	+	protein_coding_gene	686282	689482	Pf3D7_03_v3	[]
PF3D7_0317200	-	protein_coding_gene	689618	696787	Pf3D7_03_v3	[]
PF3D7_0317300	-	protein_coding_gene	698789	710430	Pf3D7_03_v3	[]
PF3D7_0317400	-	protein_coding_gene	711998	714150	Pf3D7_03_v3	[]
PF3D7_0317500	-	protein_coding_gene	716493	722640	Pf3D7_03_v3	[]
PF3D7_0317600	+	protein_coding_gene	724394	726450	Pf3D7_03_v3	[]
PF3D7_0317700	+	protein_coding_gene	727544	738158	Pf3D7_03_v3	['PF3D7_0317800']
PF3D7_0317800	-	protein_coding_gene	737151	739019	Pf3D7_03_v3	['PF3D7_0317700']
PF3D7_0317900	+	protein_coding_gene	739193	742054	Pf3D7_03_v3	[]
PF3D7_0318000	+	protein_coding_gene	742191	742799	Pf3D7_03_v3	[]
PF3D7_0318100	+	protein_coding_gene	743870	745191	Pf3D7_03_v3	[]
PF3D7_0318200	+	protein_coding_gene	747275	756485	Pf3D7_03_v3	['PF3D7_0318300']
PF3D7_0318300	-	protein_coding_gene	756194	760677	Pf3D7_03_v3	['PF3D7_0318200']
PF3D7_0318400	-	protein_coding_gene	761693	765439	Pf3D7_03_v3	[]
PF3D7_0318500	+	protein_coding_gene	766814	782795	Pf3D7_03_v3	[]
PF3D7_0318600	-	protein_coding_gene	782940	787364	Pf3D7_03_v3	[]
PF3D7_0318700	+	protein_coding_gene	788145	789211	Pf3D7_03_v3	[]
PF3D7_0318800	+	protein_coding_gene	789497	791504	Pf3D7_03_v3	['PF3D7_0318900']
PF3D7_0318900	-	protein_coding_gene	791312	794096	Pf3D7_03_v3	['PF3D7_0318800']
PF3D7_0319000	+	protein_coding_gene	794521	801871	Pf3D7_03_v3	['PF3D7_0319100']
PF3D7_0319100	-	protein_coding_gene	801493	803378	Pf3D7_03_v3	['PF3D7_0319000']
PF3D7_0319200	-	protein_coding_gene	803517	806736	Pf3D7_03_v3	[]
PF3D7_0319300	+	protein_coding_gene	806843	808202	Pf3D7_03_v3	[]
PF3D7_0319400	+	protein_coding_gene	809093	814903	Pf3D7_03_v3	[]
PF3D7_0319500	+	protein_coding_gene	815119	817437	Pf3D7_03_v3	[]
PF3D7_0319600	+	protein_coding_gene	817542	819496	Pf3D7_03_v3	[]
PF3D7_0319700	+	protein_coding_gene	820232	831283	Pf3D7_03_v3	['PF3D7_0319800']
PF3D7_0319800	-	protein_coding_gene	831076	832509	Pf3D7_03_v3	['PF3D7_0319700']
PF3D7_0319900	-	protein_coding_gene	833687	835444	Pf3D7_03_v3	[]
PF3D7_0320000	+	protein_coding_gene	837189	838557	Pf3D7_03_v3	[]
PF3D7_0320100	+	protein_coding_gene	839576	842017	Pf3D7_03_v3	[]
PF3D7_0320200	+	protein_coding_gene	842496	844477	Pf3D7_03_v3	[]
PF3D7_0320300	+	protein_coding_gene	844881	848142	Pf3D7_03_v3	[]
PF3D7_0320400	-	protein_coding_gene	848247	857504	Pf3D7_03_v3	[]
PF3D7_0320500	+	protein_coding_gene	860221	862776	Pf3D7_03_v3	['PF3D7_0320600']
PF3D7_0320600	-	protein_coding_gene	862233	864181	Pf3D7_03_v3	['PF3D7_0320500']
PF3D7_0320700	+	protein_coding_gene	864860	866969	Pf3D7_03_v3	[]
PF3D7_0320800	+	protein_coding_gene	869089	872456	Pf3D7_03_v3	[]
PF3D7_0320900	+	protein_coding_gene	874313	876685	Pf3D7_03_v3	[]
PF3D7_0321000	+	protein_coding_gene	877409	879789	Pf3D7_03_v3	['PF3D7_0321100']
PF3D7_0321100	-	protein_coding_gene	879438	885952	Pf3D7_03_v3	['PF3D7_0321000']
PF3D7_0321200	-	protein_coding_gene	886593	889386	Pf3D7_03_v3	[]
PF3D7_0321300	-	protein_coding_gene	889611	893080	Pf3D7_03_v3	[]
PF3D7_0321400	+	protein_coding_gene	894149	896220	Pf3D7_03_v3	[]
PF3D7_0321500	-	protein_coding_gene	896241	900388	Pf3D7_03_v3	[]
PF3D7_0321600	+	protein_coding_gene	900508	903759	Pf3D7_03_v3	['PF3D7_0321700']
PF3D7_0321700	-	protein_coding_gene	903127	910678	Pf3D7_03_v3	['PF3D7_0321600']
PF3D7_0321800	+	protein_coding_gene	912017	921435	Pf3D7_03_v3	[]
PF3D7_0321900	+	protein_coding_gene	921776	928618	Pf3D7_03_v3	['PF3D7_0322000']
PF3D7_0322000	-	protein_coding_gene	928124	929640	Pf3D7_03_v3	['PF3D7_0321900']
PF3D7_0322100	-	protein_coding_gene	930302	933014	Pf3D7_03_v3	[]
PF3D7_0322200	-	protein_coding_gene	933188	937006	Pf3D7_03_v3	[]
PF3D7_0322300	-	protein_coding_gene	937293	941851	Pf3D7_03_v3	[]
PF3D7_0322400	+	protein_coding_gene	942090	945625	Pf3D7_03_v3	['PF3D7_0322500']
PF3D7_0322500	-	protein_coding_gene	945333	946889	Pf3D7_03_v3	['PF3D7_0322400']
PF3D7_0322600	+	protein_coding_gene	948374	952693	Pf3D7_03_v3	[]
PF3D7_0322700	-	protein_coding_gene	952746	963144	Pf3D7_03_v3	[]
PF3D7_0322800	+	protein_coding_gene	964101	965203	Pf3D7_03_v3	[]
PF3D7_0322900	-	protein_coding_gene	965293	967150	Pf3D7_03_v3	[]
PF3D7_0323000	-	protein_coding_gene	968067	969942	Pf3D7_03_v3	['PF3D7_0323100']
PF3D7_0323100	+	protein_coding_gene	969875	976203	Pf3D7_03_v3	['PF3D7_0323000']
PF3D7_0323200	+	protein_coding_gene	976846	978520	Pf3D7_03_v3	[]
PF3D7_0323300	+	protein_coding_gene	978970	980271	Pf3D7_03_v3	[]
PF3D7_0323400	-	protein_coding_gene	980289	984435	Pf3D7_03_v3	[]
PF3D7_0323500	+	protein_coding_gene	985953	988161	Pf3D7_03_v3	[]
PF3D7_0323600	+	protein_coding_gene	988165	991120	Pf3D7_03_v3	['PF3D7_0323700']
PF3D7_0323700	-	protein_coding_gene	991037	994381	Pf3D7_03_v3	['PF3D7_0323600']
PF3D7_0323800	+	protein_coding_gene	995923	1001997	Pf3D7_03_v3	[]
PF3D7_0323900	-	pseudogene	1002872	1004267	Pf3D7_03_v3	[]
PF3D7_0324000	+	protein_coding_gene	1005952	1006800	Pf3D7_03_v3	[]
